time,G(i),H_sun,T2m,WS10m,Int
20130226:0610,0.0,0.0,-1.08,0.76,0.0
20130226:0710,0.0,2.16,-1.86,1.1,0.0
20130226:0810,371.33,12.99,-0.41,0.62,0.0
20130226:0910,628.42,22.94,2.19,0.83,0.0
20130226:1010,824.62,31.44,4.11,1.38,0.0
20130226:1110,927.48,37.68,5.61,1.59,0.0
20130226:1210,671.79,40.73,7.12,1.72,0.0
20130226:1310,56.51,39.98,7.68,1.59,0.0
20130226:1410,177.87,35.6,7.62,1.52,0.0
20130226:1510,345.66,28.38,7.66,1.31,0.0
20130226:1610,189.19,19.24,7.62,1.38,0.0
20130226:1710,72.96,8.89,7.44,1.17,0.0
20130226:1810,0.0,0.0,6.32,1.31,0.0
20130226:1910,0.0,0.0,3.82,1.52,0.0
20130226:2010,0.0,0.0,2.4,1.52,0.0
20130226:2110,0.0,0.0,2.08,1.31,0.0
20130226:2210,0.0,0.0,2.99,0.9,0.0
20130226:2310,0.0,0.0,2.41,0.55,0.0
20130227:0010,0.0,0.0,1.83,0.62,0.0
20130227:0110,0.0,0.0,0.23,1.1,0.0
20130227:0210,0.0,0.0,-1.49,1.52,0.0
20130227:0310,0.0,0.0,-1.56,1.45,0.0
20130227:0410,0.0,0.0,-1.33,1.66,0.0
20130227:0510,0.0,0.0,-1.01,1.93,0.0
20130227:0610,0.0,0.0,-0.94,2.28,0.0
20130227:0710,4.65,2.44,-0.62,2.34,0.0
20130227:0810,75.75,13.28,0.31,2.41,0.0
20130227:0910,196.18,23.26,1.73,3.31,0.0
20130227:1010,266.33,31.79,3.0,3.79,0.0
20130227:1110,548.42,38.05,4.2,4.55,0.0
20130227:1210,397.12,41.1,5.09,4.76,0.0
20130227:1310,57.44,40.34,5.57,4.55,0.0
20130227:1410,63.92,35.93,5.78,4.21,0.0
20130227:1510,80.6,28.67,5.96,4.0,0.0
20130227:1610,91.72,19.49,5.85,3.52,0.0
20130227:1710,34.28,9.12,5.21,3.03,0.0
20130227:1810,0.0,0.0,4.24,3.1,0.0
20130227:1910,0.0,0.0,3.09,3.17,0.0
20130227:2010,0.0,0.0,2.35,3.31,0.0
20130227:2110,0.0,0.0,2.02,3.17,0.0
20130227:2210,0.0,0.0,1.78,2.9,0.0
20130227:2310,0.0,0.0,1.55,2.76,0.0
20130228:0010,0.0,0.0,1.36,2.76,0.0
20130228:0110,0.0,0.0,1.3,2.69,0.0
20130228:0210,0.0,0.0,0.88,2.69,0.0
20130228:0310,0.0,0.0,0.39,2.83,0.0
20130228:0410,0.0,0.0,0.17,3.03,0.0
20130228:0510,0.0,0.0,-0.08,3.24,0.0
20130228:0610,0.0,0.0,-0.09,3.31,0.0
20130228:0710,1.85,2.72,0.0,3.86,0.0
20130228:0810,182.93,13.58,0.87,4.0,0.0
20130228:0910,154.92,23.58,2.48,4.34,0.0
20130228:1010,81.53,32.13,3.82,5.03,0.0
20130228:1110,109.32,38.42,4.53,5.17,0.0
20130228:1210,468.28,41.48,4.8,5.03,0.0
20130228:1310,269.03,40.71,5.79,5.86,0.0
20130228:1410,76.89,36.25,6.21,6.28,0.0
20130228:1510,63.0,28.96,5.85,6.0,0.0
20130228:1610,46.32,19.75,5.0,5.38,0.0
20130228:1710,17.6,9.35,3.89,5.31,0.0
20130228:1810,0.0,0.0,3.37,5.17,0.0
20130228:1910,0.0,0.0,2.94,5.17,0.0
20130228:2010,0.0,0.0,2.78,4.9,0.0
20130228:2110,0.0,0.0,2.86,4.83,0.0
20130228:2210,0.0,0.0,2.87,4.76,0.0
20130228:2310,0.0,0.0,2.85,4.55,0.0
20130301:0010,0.0,0.0,2.77,4.41,0.0
20130301:0110,0.0,0.0,2.67,4.28,0.0
20130301:0210,0.0,0.0,2.57,3.93,0.0
20130301:0310,0.0,0.0,2.39,3.31,0.0
20130301:0410,0.0,0.0,1.97,2.69,0.0
20130301:0510,0.0,0.0,1.36,2.28,0.0
20130301:0610,0.0,0.0,1.21,2.28,0.0
20130301:0710,20.96,3.0,1.48,2.21,0.0
20130301:0810,198.64,13.88,2.08,1.93,0.0
20130301:0910,381.82,23.9,3.73,2.07,0.0
20130301:1010,655.01,32.48,5.49,2.34,0.0
20130301:1110,954.03,38.79,7.21,2.83,0.0
20130301:1210,615.95,41.86,8.43,3.1,0.0
20130301:1310,616.49,41.07,9.33,3.24,0.0
20130301:1410,752.22,36.58,9.55,2.97,0.0
20130301:1510,707.79,29.25,9.71,2.48,0.0
20130301:1610,182.73,20.0,9.99,2.28,0.0
20130301:1710,41.69,9.57,9.4,2.0,0.0
20130301:1810,0.0,0.0,7.95,2.28,0.0
20130301:1910,0.0,0.0,6.9,2.14,0.0
20130301:2010,0.0,0.0,5.67,2.14,0.0
20130301:2110,0.0,0.0,5.5,2.07,0.0
20130301:2210,0.0,0.0,5.13,2.21,0.0
20130301:2310,0.0,0.0,4.27,2.14,0.0
20130302:0010,0.0,0.0,3.05,2.07,0.0
20130302:0110,0.0,0.0,1.76,1.93,0.0
20130302:0210,0.0,0.0,0.53,1.79,0.0
20130302:0310,0.0,0.0,-0.14,1.86,0.0
20130302:0410,0.0,0.0,-0.91,1.86,0.0
20130302:0510,0.0,0.0,-1.53,1.93,0.0
20130302:0610,0.0,0.0,-1.68,2.28,0.0
20130302:0710,25.91,3.29,-1.27,2.28,0.0
20130302:0810,320.19,14.18,0.21,1.52,0.0
20130302:0910,588.8,24.22,3.82,1.52,0.0
20130302:1010,788.7,32.83,5.94,1.52,0.0
20130302:1110,897.4,39.16,8.01,1.38,0.0
20130302:1210,1017.71,42.25,9.66,1.31,0.0
20130302:1310,969.95,41.44,10.74,1.31,0.0
20130302:1410,854.5,36.91,11.45,1.38,0.0
20130302:1510,720.25,29.53,11.81,1.38,0.0
20130302:1610,370.04,20.25,11.91,1.52,0.0
20130302:1710,100.36,9.8,11.82,1.31,0.0
20130302:1810,0.0,0.0,10.76,1.31,0.0
20130302:1910,0.0,0.0,8.8,2.07,0.0
20130302:2010,0.0,0.0,7.77,2.21,0.0
20130302:2110,0.0,0.0,6.92,2.14,0.0
20130302:2210,0.0,0.0,6.22,2.14,0.0
20130302:2310,0.0,0.0,5.65,2.14,0.0
20130303:0010,0.0,0.0,5.15,2.14,0.0
20130303:0110,0.0,0.0,4.71,2.14,0.0
20130303:0210,0.0,0.0,4.11,2.14,0.0
20130303:0310,0.0,0.0,4.06,2.14,0.0
20130303:0410,0.0,0.0,3.84,2.14,0.0
20130303:0510,0.0,0.0,3.78,2.07,0.0
20130303:0610,0.0,0.0,3.79,2.0,0.0
20130303:0710,12.97,3.58,3.65,2.0,0.0
20130303:0810,334.89,14.48,4.78,1.86,0.0
20130303:0910,287.07,24.55,6.35,2.41,0.0
20130303:1010,690.55,33.18,7.81,2.55,0.0
20130303:1110,923.91,39.54,9.31,2.41,0.0
20130303:1210,1020.85,42.63,11.05,2.55,0.0
20130303:1310,949.7,41.8,11.83,2.62,0.0
20130303:1410,649.96,37.24,12.16,2.69,0.0
20130303:1510,379.68,29.82,12.07,2.55,0.0
20130303:1610,125.36,20.5,11.92,2.07,0.0
20130303:1710,50.03,10.03,11.28,1.52,0.0
20130303:1810,0.0,0.0,10.26,2.14,0.0
20130303:1910,0.0,0.0,9.77,2.48,0.0
20130303:2010,0.0,0.0,9.26,3.17,0.0
20130303:2110,0.0,0.0,8.44,3.45,0.0
20130303:2210,0.0,0.0,7.52,3.24,0.0
20130303:2310,0.0,0.0,6.89,2.9,0.0
20130304:0010,0.0,0.0,6.21,2.62,0.0
20130304:0110,0.0,0.0,5.78,2.69,0.0
20130304:0210,0.0,0.0,5.35,2.83,0.0
20130304:0310,0.0,0.0,5.26,2.97,0.0
20130304:0410,0.0,0.0,5.13,2.97,0.0
20130304:0510,0.0,0.0,5.03,3.1,0.0
20130304:0610,0.0,0.0,4.79,3.17,0.0
20130304:0710,4.63,3.87,5.06,3.52,0.0
20130304:0810,29.65,14.79,5.45,3.1,0.0
20130304:0910,114.88,24.88,6.56,4.07,0.0
20130304:1010,151.01,33.54,8.34,5.86,0.0
20130304:1110,252.61,39.92,9.96,6.55,0.0
20130304:1210,316.17,43.02,11.13,7.59,0.0
20130304:1310,208.2,42.17,11.24,7.17,0.0
20130304:1410,202.4,37.57,10.74,6.0,0.0
20130304:1510,77.82,30.11,9.79,3.79,0.0
20130304:1610,35.2,20.76,8.81,4.34,0.0
20130304:1710,40.76,10.25,8.61,4.28,0.0
20130304:1810,0.0,0.0,8.48,4.48,0.0
20130304:1910,0.0,0.0,8.03,4.48,0.0
20130304:2010,0.0,0.0,8.01,4.48,0.0
20130304:2110,0.0,0.0,8.05,4.28,0.0
20130304:2210,0.0,0.0,8.09,3.86,0.0
20130304:2310,0.0,0.0,8.11,3.31,0.0
20130305:0010,0.0,0.0,8.1,3.03,0.0
20130305:0110,0.0,0.0,7.99,2.76,0.0
20130305:0210,0.0,0.0,7.98,2.48,0.0
20130305:0310,0.0,0.0,7.92,2.28,0.0
20130305:0410,0.0,0.0,7.74,2.0,0.0
20130305:0510,0.0,0.0,7.55,1.72,0.0
20130305:0610,0.0,0.0,7.15,1.52,0.0
20130305:0710,32.47,4.16,6.93,1.52,0.0
20130305:0810,116.56,15.1,7.74,1.66,0.0
20130305:0910,161.82,25.21,8.48,2.83,0.0
20130305:1010,301.44,33.9,9.63,2.76,0.0
20130305:1110,263.31,40.3,10.18,2.34,0.0
20130305:1210,378.44,43.41,11.34,2.28,0.0
20130305:1310,271.5,42.54,11.97,2.48,0.0
20130305:1410,123.22,37.9,12.29,2.21,0.0
20130305:1510,84.31,30.39,12.23,1.45,0.0
20130305:1610,106.32,21.01,12.59,1.38,0.0
20130305:1710,43.54,10.48,12.64,0.97,0.0
20130305:1810,0.0,0.0,11.26,1.72,0.0
20130305:1910,0.0,0.0,9.67,1.38,0.0
20130305:2010,0.0,0.0,8.32,1.59,0.0
20130305:2110,0.0,0.0,7.47,1.59,0.0
20130305:2210,0.0,0.0,7.38,1.52,0.0
20130305:2310,0.0,0.0,7.09,1.38,0.0
20130306:0010,0.0,0.0,6.78,1.24,0.0
20130306:0110,0.0,0.0,6.64,1.1,0.0
20130306:0210,0.0,0.0,6.27,1.17,0.0
20130306:0310,0.0,0.0,6.23,1.1,0.0
20130306:0410,0.0,0.0,6.57,1.03,0.0
20130306:0510,0.0,0.0,6.67,1.1,0.0
20130306:0610,0.0,0.0,7.07,1.1,0.0
20130306:0710,16.68,4.46,7.53,1.24,0.0
20130306:0810,152.69,15.41,8.38,1.38,0.0
20130306:0910,501.64,25.54,9.37,2.41,0.0
20130306:1010,657.61,34.26,10.11,3.31,0.0
20130306:1110,131.55,40.69,10.86,3.93,0.0
20130306:1210,463.21,43.8,11.65,4.21,0.0
20130306:1310,471.75,42.91,11.59,4.83,0.0
20130306:1410,765.36,38.23,12.28,4.41,0.0
20130306:1510,701.59,30.68,12.78,5.1,0.0
20130306:1610,394.73,21.25,12.82,5.24,0.0
20130306:1710,219.63,10.7,12.09,4.76,0.0
20130306:1810,0.0,0.0,10.9,4.34,0.0
20130306:1910,0.0,0.0,10.3,3.79,0.0
20130306:2010,0.0,0.0,9.42,3.86,0.0
20130306:2110,0.0,0.0,9.17,3.59,0.0
20130306:2210,0.0,0.0,8.91,3.1,0.0
20130306:2310,0.0,0.0,9.05,3.03,0.0
20130307:0010,0.0,0.0,9.26,3.31,0.0
20130307:0110,0.0,0.0,9.52,3.59,0.0
20130307:0210,0.0,0.0,9.59,3.66,0.0
20130307:0310,0.0,0.0,9.63,3.1,0.0
20130307:0410,0.0,0.0,9.5,2.97,0.0
20130307:0510,0.0,0.0,9.4,2.97,0.0
20130307:0610,0.0,0.0,9.36,2.69,0.0
20130307:0710,14.82,4.76,9.91,3.1,0.0
20130307:0810,285.19,15.72,10.26,2.83,0.0
20130307:0910,58.37,25.88,10.69,3.38,0.0
20130307:1010,47.25,34.62,11.21,4.62,0.0
20130307:1110,96.35,41.07,11.95,4.0,0.0
20130307:1210,87.08,44.19,12.5,4.55,0.0
20130307:1310,320.65,43.28,12.81,5.38,0.0
20130307:1410,88.01,38.56,13.77,4.62,0.0
20130307:1510,84.31,30.96,14.47,5.93,0.0
20130307:1610,343.05,21.5,13.15,5.52,0.0
20130307:1710,164.1,10.93,12.97,5.52,0.0
20130307:1810,0.0,0.0,11.82,5.79,0.0
20130307:1910,0.0,0.0,11.03,5.59,0.0
20130307:2010,0.0,0.0,10.12,5.03,0.0
20130307:2110,0.0,0.0,9.36,4.41,0.0
20130307:2210,0.0,0.0,8.83,4.21,0.0
20130307:2310,0.0,0.0,8.76,4.07,0.0
20130308:0010,0.0,0.0,8.53,3.52,0.0
20130308:0110,0.0,0.0,8.46,3.24,0.0
20130308:0210,0.0,0.0,8.28,3.17,0.0
20130308:0310,0.0,0.0,8.03,2.97,0.0
20130308:0410,0.0,0.0,7.89,2.83,0.0
20130308:0510,0.0,0.0,7.86,2.48,0.0
20130308:0610,0.0,0.0,7.75,2.69,0.0
20130308:0710,20.38,5.06,8.11,3.17,0.0
20130308:0810,359.49,16.04,8.3,4.28,0.0
20130308:0910,343.02,26.22,8.83,4.76,0.0
20130308:1010,59.29,34.98,10.05,5.24,0.0
20130308:1110,108.39,41.46,10.82,5.72,0.0
20130308:1210,61.14,44.59,11.49,6.0,0.0
20130308:1310,69.48,43.65,11.56,5.66,0.0
20130308:1410,136.19,38.88,11.76,5.1,0.0
20130308:1510,113.02,31.24,11.49,3.66,0.0
20130308:1610,28.72,21.75,10.21,3.52,0.0
20130308:1710,13.9,11.15,9.81,3.17,0.0
20130308:1810,0.0,0.0,9.37,2.83,0.0
20130308:1910,0.0,0.0,8.48,2.48,0.0
20130308:2010,0.0,0.0,8.07,2.28,0.0
20130308:2110,0.0,0.0,7.69,2.21,0.0
20130308:2210,0.0,0.0,7.31,2.21,0.0
20130308:2310,0.0,0.0,7.12,2.21,0.0
20130309:0010,0.0,0.0,7.27,2.41,0.0
20130309:0110,0.0,0.0,7.29,2.48,0.0
20130309:0210,0.0,0.0,7.22,2.41,0.0
20130309:0310,0.0,0.0,7.21,1.86,0.0
20130309:0410,0.0,0.0,7.2,1.79,0.0
20130309:0510,0.0,0.0,7.23,2.41,0.0
20130309:0610,0.0,0.0,7.25,2.62,0.0
20130309:0710,27.45,5.37,7.39,2.83,0.0
20130309:0810,394.27,16.36,7.64,2.62,0.0
20130309:0910,636.34,26.55,8.38,2.62,0.0
20130309:1010,222.07,35.35,9.23,3.17,0.0
20130309:1110,965.16,41.85,10.46,3.66,0.0
20130309:1210,967.0,44.98,11.0,4.14,0.0
20130309:1310,972.6,44.02,11.42,4.62,0.0
20130309:1410,737.14,39.21,11.91,5.31,0.0
20130309:1510,445.49,31.53,11.96,4.62,0.0
20130309:1610,165.61,21.99,11.89,4.62,0.0
20130309:1710,96.78,11.37,11.23,4.0,0.0
20130309:1810,0.0,0.0,10.17,3.52,0.0
20130309:1910,0.0,0.0,9.26,3.45,0.0
20130309:2010,0.0,0.0,8.16,3.59,0.0
20130309:2110,0.0,0.0,7.32,3.52,0.0
20130309:2210,0.0,0.0,6.68,3.66,0.0
20130309:2310,0.0,0.0,6.16,3.52,0.0
20130310:0010,0.0,0.0,5.99,3.59,0.0
20130310:0110,0.0,0.0,5.82,3.45,0.0
20130310:0210,0.0,0.0,5.86,3.45,0.0
20130310:0310,0.0,0.0,6.0,3.38,0.0
20130310:0410,0.0,0.0,6.15,3.52,0.0
20130310:0510,0.0,0.0,6.11,3.66,0.0
20130310:0610,0.0,0.0,6.2,3.38,0.0
20130310:0710,11.12,5.67,6.13,3.72,0.0
20130310:0810,43.54,16.68,6.2,4.0,0.0
20130310:0910,497.55,26.89,6.74,4.21,0.0
20130310:1010,448.34,35.72,7.81,4.41,0.0
20130310:1110,438.8,42.24,8.89,4.9,0.0
20130310:1210,386.45,45.38,9.8,5.45,0.0
20130310:1310,974.66,44.39,10.16,5.52,0.0
20130310:1410,924.74,39.54,10.39,5.66,0.0
20130310:1510,457.78,31.81,10.6,5.66,0.0
20130310:1610,86.16,22.24,9.85,5.31,0.0
20130310:1710,46.32,11.59,8.94,4.83,0.0
20130310:1810,0.0,0.37,8.03,4.41,0.0
20130310:1910,0.0,0.0,7.29,3.93,0.0
20130310:2010,0.0,0.0,6.36,4.07,0.0
20130310:2110,0.0,0.0,5.71,3.79,0.0
20130310:2210,0.0,0.0,5.2,3.59,0.0
20130310:2310,0.0,0.0,4.97,3.52,0.0
20130311:0010,0.0,0.0,4.95,3.59,0.0
20130311:0110,0.0,0.0,4.59,3.52,0.0
20130311:0210,0.0,0.0,4.53,3.24,0.0
20130311:0310,0.0,0.0,4.74,3.17,0.0
20130311:0410,0.0,0.0,5.0,3.52,0.0
20130311:0510,0.0,0.0,5.12,3.52,0.0
20130311:0610,0.0,0.0,5.29,3.72,0.0
20130311:0710,16.68,5.98,5.16,4.14,0.0
20130311:0810,197.62,17.0,5.7,4.83,0.0
20130311:0910,301.01,27.24,7.06,5.38,0.0
20130311:1010,834.07,36.08,8.27,5.66,0.0
20130311:1110,791.79,42.63,8.72,5.24,0.0
20130311:1210,782.93,45.77,9.69,5.79,0.0
20130311:1310,644.53,44.76,10.53,6.28,0.0
20130311:1410,502.4,39.86,10.6,6.34,0.0
20130311:1510,666.9,32.09,10.15,6.14,0.0
20130311:1610,87.08,22.48,9.64,5.79,0.0
20130311:1710,182.55,11.81,9.01,4.97,0.0
20130311:1810,0.0,0.58,8.12,4.55,0.0
20130311:1910,0.0,0.0,7.66,4.34,0.0
20130311:2010,0.0,0.0,6.94,4.0,0.0
20130311:2110,0.0,0.0,6.25,3.59,0.0
20130311:2210,0.0,0.0,5.59,3.52,0.0
20130311:2310,0.0,0.0,5.08,3.45,0.0
20130312:0010,0.0,0.0,4.55,3.45,0.0
20130312:0110,0.0,0.0,4.09,3.31,0.0
20130312:0210,0.0,0.0,3.88,3.1,0.0
20130312:0310,0.0,0.0,3.99,3.03,0.0
20130312:0410,0.0,0.0,3.79,3.03,0.0
20130312:0510,0.0,0.0,3.52,2.83,0.0
20130312:0610,0.0,0.0,3.05,2.48,0.0
20130312:0710,92.17,6.29,3.26,2.21,0.0
20130312:0810,380.25,17.32,4.19,2.55,0.0
20130312:0910,632.79,27.58,5.82,2.9,0.0
20130312:1010,796.95,36.45,7.31,2.62,0.0
20130312:1110,858.43,43.02,8.7,3.03,0.0
20130312:1210,793.99,46.17,9.9,3.52,0.0
20130312:1310,963.57,45.14,10.3,3.66,0.0
20130312:1410,869.53,40.19,10.4,3.59,0.0
20130312:1510,717.07,32.36,10.61,3.72,0.0
20130312:1610,485.54,22.72,10.45,3.79,0.0
20130312:1710,112.94,12.03,9.75,3.86,0.0
20130312:1810,0.0,0.78,8.55,3.86,0.0
20130312:1910,0.0,0.0,7.57,4.14,0.0
20130312:2010,0.0,0.0,6.61,4.0,0.0
20130312:2110,0.0,0.0,5.83,3.59,0.0
20130312:2210,0.0,0.0,5.41,3.17,0.0
20130312:2310,0.0,0.0,5.02,2.69,0.0
20130313:0010,0.0,0.0,4.41,2.55,0.0
20130313:0110,0.0,0.0,3.8,2.55,0.0
20130313:0210,0.0,0.0,3.36,2.83,0.0
20130313:0310,0.0,0.0,3.1,3.38,0.0
20130313:0410,0.0,0.0,2.45,3.72,0.0
20130313:0510,0.0,0.0,1.71,3.86,0.0
20130313:0610,0.0,0.0,1.15,3.86,0.0
20130313:0710,120.38,6.6,1.21,4.21,0.0
20130313:0810,384.57,17.64,1.52,4.34,0.0
20130313:0910,614.98,27.92,2.26,4.76,0.0
20130313:1010,588.8,36.82,3.5,5.17,0.0
20130313:1110,742.89,43.42,5.0,5.52,0.0
20130313:1210,1016.92,46.57,5.84,6.0,0.0
20130313:1310,1058.15,45.51,5.93,6.34,0.0
20130313:1410,891.24,40.51,6.08,6.62,0.0
20130313:1510,753.74,32.64,6.13,6.14,0.0
20130313:1610,491.39,22.96,5.8,5.93,0.0
20130313:1710,181.31,12.24,5.32,5.38,0.0
20130313:1810,0.0,0.99,4.53,4.07,0.0
20130313:1910,0.0,0.0,3.42,3.24,0.0
20130313:2010,0.0,0.0,2.55,2.69,0.0
20130313:2110,0.0,0.0,1.78,2.34,0.0
20130313:2210,0.0,0.0,1.12,2.14,0.0
20130313:2310,0.0,0.0,0.03,1.86,0.0
20130314:0010,0.0,0.0,-0.83,1.66,0.0
20130314:0110,0.0,0.0,-1.29,1.79,0.0
20130314:0210,0.0,0.0,-1.85,2.07,0.0
20130314:0310,0.0,0.0,-2.05,2.14,0.0
20130314:0410,0.0,0.0,-2.11,2.14,0.0
20130314:0510,0.0,0.0,-2.05,2.07,0.0
20130314:0610,0.0,0.0,-2.45,2.14,0.0
20130314:0710,97.88,6.91,-1.35,2.48,0.0
20130314:0810,392.2,17.97,1.21,2.62,0.0
20130314:0910,644.78,28.27,3.17,3.31,0.0
20130314:1010,842.86,37.2,5.26,4.41,0.0
20130314:1110,972.18,43.81,6.36,4.21,0.0
20130314:1210,1027.2,46.97,7.41,4.21,0.0
20130314:1310,982.22,45.88,8.04,4.14,0.0
20130314:1410,573.85,40.84,8.67,4.34,0.0
20130314:1510,666.09,32.92,8.8,4.41,0.0
20130314:1610,433.09,23.2,8.7,4.28,0.0
20130314:1710,168.4,12.46,8.48,3.79,0.0
20130314:1810,0.0,1.19,7.41,2.83,0.0
20130314:1910,0.0,0.0,6.04,2.21,0.0
20130314:2010,0.0,0.0,4.5,2.21,0.0
20130314:2110,0.0,0.0,2.98,2.21,0.0
20130314:2210,0.0,0.0,1.61,2.07,0.0
20130314:2310,0.0,0.0,0.51,2.0,0.0
20130315:0010,0.0,0.0,-0.18,1.86,0.0
20130315:0110,0.0,0.0,-0.81,1.93,0.0
20130315:0210,0.0,0.0,-1.24,1.93,0.0
20130315:0310,0.0,0.0,-1.2,1.59,0.0
20130315:0410,0.0,0.0,-1.27,1.45,0.0
20130315:0510,0.0,0.0,-0.92,1.17,0.0
20130315:0610,0.0,0.0,-0.39,0.76,0.0
20130315:0710,105.82,7.23,-0.17,0.76,0.0
20130315:0810,396.31,18.29,0.9,0.41,0.0
20130315:0910,654.04,28.61,4.84,0.55,0.0
20130315:1010,871.69,37.57,6.85,0.48,0.0
20130315:1110,1016.41,44.21,8.28,0.21,0.0
20130315:1210,1073.58,47.37,9.44,0.62,0.0
20130315:1310,1074.61,46.25,10.36,1.03,0.0
20130315:1410,932.1,41.16,10.98,1.52,0.0
20130315:1510,726.75,33.19,11.25,1.79,0.0
20130315:1610,496.74,23.44,11.17,1.79,0.0
20130315:1710,200.85,12.67,10.76,1.66,0.0
20130315:1810,0.0,1.39,9.68,1.38,0.0
20130315:1910,0.0,0.0,7.43,1.24,0.0
20130315:2010,0.0,0.0,5.71,1.45,0.0
20130315:2110,0.0,0.0,4.25,1.52,0.0
20130315:2210,0.0,0.0,3.97,1.52,0.0
20130315:2310,0.0,0.0,4.25,1.31,0.0
20130316:0010,0.0,0.0,4.37,1.17,0.0
20130316:0110,0.0,0.0,4.28,1.17,0.0
20130316:0210,0.0,0.0,4.35,1.03,0.0
20130316:0310,0.0,0.0,4.47,0.9,0.0
20130316:0410,0.0,0.0,4.25,0.97,0.0
20130316:0510,0.0,0.0,4.02,0.97,0.0
20130316:0610,0.0,0.0,3.89,1.1,0.0
20130316:0710,18.53,7.54,4.23,1.24,0.0
20130316:0810,102.45,18.62,5.42,1.24,0.0
20130316:0910,181.26,28.96,6.23,1.59,0.0
20130316:1010,57.44,37.94,6.86,2.14,0.0
20130316:1110,105.61,44.61,7.44,3.03,0.0
20130316:1210,309.67,47.77,8.07,2.48,0.0
20130316:1310,460.55,46.62,9.61,2.34,0.0
20130316:1410,251.71,41.48,10.98,2.55,0.0
20130316:1510,124.14,33.46,11.95,2.9,0.0
20130316:1610,113.02,23.67,12.2,2.83,0.0
20130316:1710,62.54,12.88,12.03,2.55,0.0
20130316:1810,0.0,1.6,10.65,1.93,0.0
20130316:1910,0.0,0.0,8.31,2.0,0.0
20130316:2010,0.0,0.0,7.38,1.1,0.0
20130316:2110,0.0,0.0,6.8,0.55,0.0
20130316:2210,0.0,0.0,5.74,1.03,0.0
20130316:2310,0.0,0.0,5.25,1.24,0.0
20130317:0010,0.0,0.0,5.03,1.1,0.0
20130317:0110,0.0,0.0,5.0,1.31,0.0
20130317:0210,0.0,0.0,4.86,1.1,0.0
20130317:0310,0.0,0.0,4.94,0.83,0.0
20130317:0410,0.0,0.0,5.38,0.76,0.0
20130317:0510,0.0,0.0,5.65,0.9,0.0
20130317:0610,0.0,0.0,5.84,1.1,0.0
20130317:0710,12.97,7.86,5.74,1.45,0.0
20130317:0810,25.94,18.95,6.61,1.52,0.0
20130317:0910,368.53,29.31,8.07,1.93,0.0
20130317:1010,194.23,38.31,9.2,2.62,0.0
20130317:1110,61.14,45.0,10.44,4.34,0.0
20130317:1210,119.51,48.17,11.8,5.38,0.0
20130317:1310,89.86,46.99,12.27,5.79,0.0
20130317:1410,79.67,41.8,12.6,5.1,0.0
20130317:1510,88.94,33.73,13.03,4.48,0.0
20130317:1610,52.81,23.91,11.72,2.83,0.0
20130317:1710,51.88,13.09,10.01,2.55,0.0
20130317:1810,0.0,1.8,9.08,1.52,0.0
20130317:1910,0.0,0.0,8.71,1.66,0.0
20130317:2010,0.0,0.0,8.21,1.66,0.0
20130317:2110,0.0,0.0,7.54,1.86,0.0
20130317:2210,0.0,0.0,7.07,2.21,0.0
20130317:2310,0.0,0.0,6.46,2.34,0.0
20130318:0010,0.0,0.0,5.77,2.69,0.0
20130318:0110,0.0,0.0,4.64,2.76,0.0
20130318:0210,0.0,0.0,3.54,2.34,0.0
20130318:0310,0.0,0.0,2.61,2.28,0.0
20130318:0410,0.0,0.0,1.66,2.21,0.0
20130318:0510,0.0,0.0,0.46,1.93,0.0
20130318:0610,0.0,0.0,-0.51,1.72,0.0
20130318:0710,123.56,8.17,-0.68,1.31,0.0
20130318:0810,418.07,19.27,3.04,1.17,0.0
20130318:0910,678.11,29.66,5.8,2.14,0.0
20130318:1010,898.13,38.69,7.39,2.76,0.0
20130318:1110,1044.28,45.4,8.96,3.52,0.0
20130318:1210,964.87,48.57,9.87,4.0,0.0
20130318:1310,1052.49,47.36,11.25,4.21,0.0
20130318:1410,936.16,42.12,12.01,4.21,0.0
20130318:1510,699.08,34.0,12.35,3.93,0.0
20130318:1610,450.25,24.14,12.31,3.24,0.0
20130318:1710,220.24,13.3,11.87,3.03,0.0
20130318:1810,0.0,2.0,10.5,2.48,0.0
20130318:1910,0.0,0.0,8.47,2.97,0.0
20130318:2010,0.0,0.0,7.47,2.97,0.0
20130318:2110,0.0,0.0,6.5,2.55,0.0
20130318:2210,0.0,0.0,5.47,2.28,0.0
20130318:2310,0.0,0.0,4.49,2.14,0.0
20130319:0010,0.0,0.0,3.33,1.86,0.0
20130319:0110,0.0,0.0,2.4,1.59,0.0
20130319:0210,0.0,0.0,2.21,1.31,0.0
20130319:0310,0.0,0.0,2.82,1.03,0.0
20130319:0410,0.0,0.0,2.98,0.76,0.0
20130319:0510,0.0,0.0,2.86,0.69,0.0
20130319:0610,0.0,0.0,2.62,0.69,0.0
20130319:0710,79.27,8.49,2.53,0.9,0.0
20130319:0810,313.34,19.6,4.18,0.76,0.0
20130319:0910,432.46,30.0,7.13,1.1,0.0
20130319:1010,696.99,39.06,8.87,2.14,0.0
20130319:1110,494.99,45.8,10.12,2.83,0.0
20130319:1210,623.04,48.97,10.54,2.48,0.0
20130319:1310,183.43,47.73,11.82,3.03,0.0
20130319:1410,150.08,42.43,11.06,2.83,0.0
20130319:1510,79.67,34.27,10.28,2.14,0.0
20130319:1610,50.95,24.37,10.15,1.79,0.0
20130319:1710,81.31,13.51,9.49,0.07,0.0
