time,G(i),H_sun,T2m,WS10m,Int
20150618:2310,0.0,0.0,18.54,2.28,0.0
20150619:0010,0.0,0.0,18.38,2.9,0.0
20150619:0110,0.0,0.0,18.1,2.97,0.0
20150619:0210,0.0,0.0,17.59,2.83,0.0
20150619:0310,0.0,0.0,16.94,2.69,0.0
20150619:0410,0.0,0.0,16.27,2.55,0.0
20150619:0510,16.59,3.38,15.66,2.41,0.0
20150619:0610,74.13,13.83,16.21,2.21,0.0
20150619:0710,277.04,24.87,18.88,2.21,0.0
20150619:0810,500.76,36.23,21.38,2.69,0.0
20150619:0910,707.72,47.62,23.56,2.55,0.0
20150619:1010,872.71,58.6,25.46,2.28,0.0
20150619:1110,983.24,68.09,27.13,1.86,0.0
20150619:1210,1028.48,73.01,28.5,1.52,0.0
20150619:1310,991.25,69.6,29.54,1.24,0.0
20150619:1410,882.77,60.68,30.32,1.1,0.0
20150619:1510,717.08,49.87,30.83,1.17,0.0
20150619:1610,507.46,38.52,31.04,1.45,0.0
20150619:1710,276.45,27.14,30.9,1.86,0.0
20150619:1810,67.1,16.01,30.27,2.34,0.0
20150619:1910,27.95,5.41,28.74,2.48,0.0
20150619:2010,0.0,0.0,26.5,3.1,0.0
20150619:2110,0.0,0.0,24.74,3.59,0.0
20150619:2210,0.0,0.0,23.29,3.52,0.0
20150619:2310,0.0,0.0,22.01,3.24,0.0
20150620:0010,0.0,0.0,20.84,2.97,0.0
20150620:0110,0.0,0.0,19.79,2.83,0.0
20150620:0210,0.0,0.0,18.77,2.62,0.0
20150620:0310,0.0,0.0,17.83,2.48,0.0
20150620:0410,0.0,0.0,17.01,2.41,0.0
20150620:0510,15.72,3.35,16.3,2.41,0.0
20150620:0610,74.33,13.8,16.83,2.34,0.0
20150620:0710,276.04,24.84,19.3,2.97,0.0
20150620:0810,499.6,36.19,21.58,3.1,0.0
20150620:0910,704.01,47.58,24.0,2.83,0.0
20150620:1010,863.97,58.57,26.25,2.34,0.0
20150620:1110,968.41,68.07,28.14,1.79,0.0
20150620:1210,1013.88,73.01,29.64,1.24,0.0
20150620:1310,981.8,69.63,30.8,0.9,0.0
20150620:1410,879.34,60.72,31.59,0.55,0.0
20150620:1510,708.87,49.92,32.08,0.48,0.0
20150620:1610,502.64,38.57,32.21,0.48,0.0
20150620:1710,276.53,27.18,32.05,0.48,0.0
20150620:1810,67.67,16.06,31.56,0.48,0.0
20150620:1910,26.2,5.46,30.75,1.24,0.0
20150620:2010,0.0,0.0,28.47,2.0,0.0
20150620:2110,0.0,0.0,25.48,1.72,0.0
20150620:2210,0.0,0.0,22.86,1.79,0.0
20150620:2310,0.0,0.0,21.3,2.76,0.0
20150621:0010,0.0,0.0,21.23,3.66,0.0
20150621:0110,0.0,0.0,20.83,3.45,0.0
20150621:0210,0.0,0.0,20.18,3.03,0.0
20150621:0310,0.0,0.0,19.47,2.62,0.0
20150621:0410,0.0,0.0,18.79,2.48,0.0
20150621:0510,15.72,3.32,18.13,2.34,0.0
20150621:0610,74.43,13.77,18.63,1.93,0.0
20150621:0710,275.06,24.8,21.42,1.86,0.0
20150621:0810,501.51,36.16,23.81,2.0,0.0
20150621:0910,709.78,47.55,25.94,1.45,0.0
20150621:1010,871.38,58.53,28.04,0.83,0.0
20150621:1110,977.1,68.05,30.18,1.1,0.0
20150621:1210,1013.85,73.02,31.88,2.0,0.0
20150621:1310,977.09,69.66,33.07,2.62,0.0
20150621:1410,883.84,60.76,33.75,2.97,0.0
20150621:1510,684.79,49.96,34.1,3.17,0.0
20150621:1610,476.21,38.61,34.05,3.24,0.0
20150621:1710,275.39,27.23,33.74,3.31,0.0
20150621:1810,106.21,16.1,33.07,3.03,0.0
20150621:1910,25.33,5.5,31.72,2.34,0.0
20150621:2010,0.0,0.0,29.65,2.62,0.0
20150621:2110,0.0,0.0,28.09,2.62,0.0
20150621:2210,0.0,0.0,26.75,2.28,0.0
20150621:2310,0.0,0.0,25.14,2.14,0.0
20150622:0010,0.0,0.0,23.78,2.21,0.0
20150622:0110,0.0,0.0,22.68,1.93,0.0
20150622:0210,0.0,0.0,22.09,1.17,0.0
20150622:0310,0.0,0.0,20.92,1.24,0.0
20150622:0410,0.0,0.0,20.59,1.03,0.0
20150622:0510,12.23,3.28,21.03,0.62,0.0
20150622:0610,75.28,13.73,21.3,0.14,0.0
20150622:0710,273.55,24.76,23.47,0.62,0.0
20150622:0810,498.28,36.12,25.37,1.52,0.0
20150622:0910,712.19,47.51,27.4,2.41,0.0
20150622:1010,875.02,58.49,28.87,2.97,0.0
20150622:1110,981.96,68.02,30.16,3.38,0.0
20150622:1210,1004.1,73.01,30.99,3.72,0.0
20150622:1310,870.85,69.69,31.53,4.0,0.0
20150622:1410,690.02,60.8,31.76,4.48,0.0
20150622:1510,672.94,50.0,30.54,4.55,0.0
20150622:1610,503.96,38.65,30.36,3.93,0.0
20150622:1710,276.86,27.26,29.84,4.07,0.0
20150622:1810,75.71,16.14,29.11,3.59,0.0
20150622:1910,27.07,5.53,27.92,3.45,0.0
20150622:2010,0.0,0.0,26.32,3.31,0.0
20150622:2110,0.0,0.0,25.01,2.97,0.0
20150622:2210,0.0,0.0,23.74,2.48,0.0
20150622:2310,0.0,0.0,22.62,2.14,0.0
20150623:0010,0.0,0.0,21.48,1.86,0.0
20150623:0110,0.0,0.0,20.46,1.72,0.0
20150623:0210,0.0,0.0,19.3,1.72,0.0
20150623:0310,0.0,0.0,18.39,1.59,0.0
20150623:0410,0.0,0.0,17.89,1.45,0.0
20150623:0510,14.85,3.24,17.3,1.38,0.0
20150623:0610,76.15,13.69,18.02,1.17,0.0
20150623:0710,271.82,24.72,20.68,0.55,0.0
20150623:0810,495.11,36.07,22.96,1.24,0.0
20150623:0910,701.68,47.46,24.81,1.86,0.0
20150623:1010,866.56,58.45,26.58,2.48,0.0
20150623:1110,977.17,67.98,27.84,2.62,0.0
20150623:1210,1004.22,73.0,28.86,2.76,0.0
20150623:1310,972.59,69.7,29.65,3.03,0.0
20150623:1410,860.31,60.83,30.43,3.72,0.0
20150623:1510,636.1,50.04,30.46,3.66,0.0
20150623:1610,474.0,38.69,30.08,3.79,0.0
20150623:1710,191.17,27.3,25.8,3.59,0.0
20150623:1810,18.53,16.17,24.53,3.52,0.0
20150623:1910,28.82,5.56,24.92,2.83,0.0
20150623:2010,0.0,0.0,23.35,2.9,0.0
20150623:2110,0.0,0.0,22.15,2.21,0.0
20150623:2210,0.0,0.0,21.21,2.21,0.0
20150623:2310,0.0,0.0,20.46,2.21,0.0
20150624:0010,0.0,0.0,19.8,1.93,0.0
20150624:0110,0.0,0.0,19.16,1.79,0.0
20150624:0210,0.0,0.0,18.62,1.79,0.0
20150624:0310,0.0,0.0,17.98,1.79,0.0
20150624:0410,0.0,0.0,17.43,1.79,0.0
20150624:0510,14.85,3.19,16.98,1.79,0.0
20150624:0610,72.31,13.64,17.77,1.52,0.0
20150624:0710,273.54,24.67,19.14,1.38,0.0
20150624:0810,482.26,36.02,21.22,1.31,0.0
20150624:0910,684.04,47.41,23.01,1.1,0.0
20150624:1010,874.13,58.41,24.71,0.76,0.0
20150624:1110,981.14,67.94,26.36,0.14,0.0
20150624:1210,993.45,72.98,27.63,0.76,0.0
20150624:1310,943.76,69.71,28.02,1.03,0.0
20150624:1410,804.64,60.85,28.57,1.1,0.0
20150624:1510,720.87,50.07,29.05,1.31,0.0
20150624:1610,476.92,38.72,29.4,1.86,0.0
20150624:1710,260.33,27.33,28.76,2.41,0.0
20150624:1810,99.61,16.2,27.06,3.24,0.0
20150624:1910,29.7,5.59,26.96,2.41,0.0
20150624:2010,0.0,0.0,25.54,2.07,0.0
20150624:2110,0.0,0.0,24.14,1.79,0.0
20150624:2210,0.0,0.0,22.71,1.66,0.0
20150624:2310,0.0,0.0,21.06,1.38,0.0
20150625:0010,0.0,0.0,21.23,0.41,0.0
20150625:0110,0.0,0.0,20.24,0.76,0.0
20150625:0210,0.0,0.0,18.77,1.03,0.0
20150625:0310,0.0,0.0,18.09,1.17,0.0
20150625:0410,0.0,0.0,17.02,1.38,0.0
20150625:0510,14.85,3.14,16.15,1.72,0.0
20150625:0610,73.88,13.59,17.15,1.45,0.0
20150625:0710,273.29,24.62,20.27,1.52,0.0
20150625:0810,499.55,35.97,22.19,1.1,0.0
20150625:0910,706.79,47.36,24.14,0.69,0.0
20150625:1010,869.53,58.35,26.13,0.34,0.0
20150625:1110,981.36,67.89,27.89,0.55,0.0
20150625:1210,1008.54,72.95,29.43,1.24,0.0
20150625:1310,977.88,69.72,30.43,1.59,0.0
20150625:1410,873.44,60.87,31.23,1.72,0.0
20150625:1510,712.01,50.09,31.66,1.93,0.0
20150625:1610,503.37,38.75,31.82,2.07,0.0
20150625:1710,279.84,27.36,31.52,2.21,0.0
20150625:1810,73.06,16.22,30.9,2.21,0.0
20150625:1910,27.07,5.61,29.91,1.93,0.0
20150625:2010,0.0,0.0,28.14,1.93,0.0
20150625:2110,0.0,0.0,26.42,2.07,0.0
20150625:2210,0.0,0.0,24.72,2.0,0.0
20150625:2310,0.0,0.0,22.82,1.79,0.0
20150626:0010,0.0,0.0,20.99,1.45,0.0
20150626:0110,0.0,0.0,21.24,0.83,0.0
20150626:0210,0.0,0.0,20.76,0.0,0.0
20150626:0310,0.0,0.0,20.09,0.14,0.0
20150626:0410,0.0,0.0,19.85,0.21,0.0
20150626:0510,14.85,3.09,19.71,0.69,0.0
20150626:0610,73.39,13.53,18.81,0.83,0.0
20150626:0710,270.46,24.56,22.42,0.62,0.0
20150626:0810,495.41,35.91,25.25,0.48,0.0
20150626:0910,702.46,47.31,27.46,0.07,0.0
20150626:1010,868.71,58.3,29.55,0.83,0.0
20150626:1110,975.72,67.84,31.37,2.0,0.0
20150626:1210,1013.74,72.92,32.65,2.69,0.0
20150626:1310,982.97,69.72,33.41,3.03,0.0
20150626:1410,878.33,60.89,33.91,3.03,0.0
20150626:1510,715.5,50.11,34.16,3.03,0.0
20150626:1610,505.43,38.77,34.07,2.97,0.0
20150626:1710,281.29,27.38,33.72,2.9,0.0
20150626:1810,77.66,16.24,33.11,2.62,0.0
20150626:1910,28.82,5.63,32.05,2.76,0.0
20150626:2010,0.0,0.0,30.17,2.62,0.0
20150626:2110,0.0,0.0,28.51,2.41,0.0
20150626:2210,0.0,0.0,26.95,2.0,0.0
20150626:2310,0.0,0.0,25.0,1.59,0.0
20150627:0010,0.0,0.0,23.43,1.03,0.0
20150627:0110,0.0,0.0,23.56,0.48,0.0
20150627:0210,0.0,0.0,22.75,0.41,0.0
20150627:0310,0.0,0.0,21.62,0.83,0.0
20150627:0410,0.0,0.0,19.96,1.1,0.0
20150627:0510,13.97,3.03,18.82,1.24,0.0
20150627:0610,71.52,13.47,19.48,0.97,0.0
20150627:0710,270.26,24.5,22.88,0.97,0.0
20150627:0810,495.74,35.85,26.16,0.97,0.0
20150627:0910,705.2,47.25,28.72,0.62,0.0
20150627:1010,867.98,58.24,30.97,0.41,0.0
20150627:1110,980.94,67.79,32.96,1.72,0.0
20150627:1210,1019.03,72.88,34.23,2.48,0.0
20150627:1310,983.41,69.71,35.05,2.69,0.0
20150627:1410,882.28,60.9,35.62,2.69,0.0
20150627:1510,720.09,50.13,35.94,2.69,0.0
20150627:1610,505.13,38.79,35.94,2.62,0.0
20150627:1710,281.4,27.4,35.65,2.62,0.0
20150627:1810,78.83,16.26,35.0,2.55,0.0
20150627:1910,29.7,5.64,33.9,2.28,0.0
20150627:2010,0.0,0.0,31.8,2.48,0.0
20150627:2110,0.0,0.0,30.06,2.48,0.0
20150627:2210,0.0,0.0,28.44,2.21,0.0
20150627:2310,0.0,0.0,26.49,1.79,0.0
20150628:0010,0.0,0.0,24.26,1.45,0.0
20150628:0110,0.0,0.0,23.9,0.9,0.0
20150628:0210,0.0,0.0,23.6,0.69,0.0
20150628:0310,0.0,0.0,21.83,1.03,0.0
20150628:0410,0.0,0.0,20.2,1.45,0.0
20150628:0510,13.97,2.96,19.03,1.59,0.0
20150628:0610,73.2,13.41,19.74,1.45,0.0
20150628:0710,267.55,24.44,24.22,1.17,0.0
20150628:0810,489.63,35.79,28.01,1.1,0.0
20150628:0910,694.95,47.18,31.03,0.69,0.0
20150628:1010,859.79,58.18,33.13,0.55,0.0
20150628:1110,970.55,67.72,34.73,1.79,0.0
20150628:1210,1003.75,72.83,35.89,2.48,0.0
20150628:1310,969.61,69.69,36.72,2.76,0.0
20150628:1410,871.34,60.9,37.28,2.76,0.0
20150628:1510,714.41,50.14,37.55,2.69,0.0
20150628:1610,499.73,38.8,37.53,2.62,0.0
20150628:1710,279.83,27.41,37.17,2.55,0.0
20150628:1810,84.28,16.27,36.53,2.48,0.0
20150628:1910,30.57,5.64,35.52,2.14,0.0
20150628:2010,0.0,0.0,33.52,2.21,0.0
20150628:2110,0.0,0.0,31.64,2.14,0.0
20150628:2210,0.0,0.0,29.48,1.93,0.0
20150628:2310,0.0,0.0,26.94,1.45,0.0
20150629:0010,0.0,0.0,25.11,1.52,0.0
20150629:0110,0.0,0.0,24.04,1.86,0.0
20150629:0210,0.0,0.0,23.78,2.62,0.0
20150629:0310,0.0,0.0,23.66,2.9,0.0
20150629:0410,0.0,0.0,23.38,2.97,0.0
20150629:0510,13.1,2.9,22.97,2.83,0.0
20150629:0610,75.01,13.34,23.5,2.48,0.0
20150629:0710,266.84,24.37,25.76,2.14,0.0
20150629:0810,488.93,35.73,28.39,2.14,0.0
20150629:0910,697.83,47.12,30.8,1.72,0.0
20150629:1010,867.73,58.11,33.07,1.31,0.0
20150629:1110,980.85,67.66,35.25,0.97,0.0
20150629:1210,1014.12,72.78,36.92,1.24,0.0
20150629:1310,979.76,69.67,37.94,1.93,0.0
20150629:1410,871.93,60.9,38.48,2.34,0.0
20150629:1510,708.75,50.15,38.66,2.41,0.0
20150629:1610,366.57,38.81,38.57,2.34,0.0
20150629:1710,247.07,27.42,38.17,2.14,0.0
20150629:1810,91.61,16.28,37.38,2.28,0.0
20150629:1910,6.11,5.64,36.37,2.0,0.0
20150629:2010,0.0,0.0,34.13,2.21,0.0
20150629:2110,0.0,0.0,32.24,2.21,0.0
20150629:2210,0.0,0.0,30.62,2.28,0.0
20150629:2310,0.0,0.0,28.69,1.72,0.0
20150630:0010,0.0,0.0,29.66,0.21,0.0
20150630:0110,0.0,0.0,28.56,0.83,0.0
20150630:0210,0.0,0.0,25.98,1.24,0.0
20150630:0310,0.0,0.0,26.67,0.83,0.0
20150630:0410,0.0,0.0,24.64,1.1,0.0
20150630:0510,11.35,2.83,22.02,1.59,0.0
20150630:0610,74.61,13.27,22.08,1.38,0.0
20150630:0710,266.17,24.31,26.03,0.83,0.0
20150630:0810,490.36,35.66,28.94,0.9,0.0
20150630:0910,700.76,47.05,31.13,0.9,0.0
20150630:1010,867.21,58.04,33.02,1.1,0.0
20150630:1110,975.47,67.58,34.66,1.72,0.0
20150630:1210,1019.63,72.72,36.05,2.55,0.0
20150630:1310,985.17,69.65,37.09,3.1,0.0
20150630:1410,868.04,60.9,37.86,3.59,0.0
20150630:1510,699.87,50.16,38.35,4.07,0.0
20150630:1610,498.25,38.82,38.4,5.1,0.0
20150630:1710,258.51,27.43,37.52,5.38,0.0
20150630:1810,85.09,16.28,36.29,4.9,0.0
20150630:1910,29.7,5.64,34.42,4.21,0.0
20150630:2010,0.0,0.0,32.28,3.45,0.0
20150630:2110,0.0,0.0,30.51,3.03,0.0
20150630:2210,0.0,0.0,28.98,2.69,0.0
20150630:2310,0.0,0.0,27.56,2.34,0.0
20150701:0010,0.0,0.0,26.11,2.14,0.0
20150701:0110,0.0,0.0,24.57,2.0,0.0
20150701:0210,0.0,0.0,23.02,1.79,0.0
20150701:0310,0.0,0.0,22.1,1.59,0.0
20150701:0410,0.0,0.0,21.8,1.38,0.0
20150701:0510,1.75,2.75,21.97,1.1,0.0
20150701:0610,64.03,13.2,23.13,0.48,0.0
20150701:0710,266.17,24.23,24.7,0.55,0.0
20150701:0810,489.0,35.59,26.9,0.9,0.0
20150701:0910,699.77,46.98,28.65,1.24,0.0
20150701:1010,866.51,57.96,30.45,1.86,0.0
20150701:1110,984.63,67.51,32.08,2.48,0.0
20150701:1210,1023.9,72.65,33.38,2.83,0.0
20150701:1310,989.33,69.61,34.4,2.97,0.0
20150701:1410,855.66,60.89,35.15,3.03,0.0
20150701:1510,716.71,50.15,35.67,3.31,0.0
20150701:1610,504.01,38.82,35.59,3.59,0.0
20150701:1710,280.59,27.43,35.28,3.79,0.0
20150701:1810,91.51,16.28,34.32,3.45,0.0
20150701:1910,27.07,5.63,32.51,3.52,0.0
20150701:2010,0.0,0.0,30.71,3.1,0.0
20150701:2110,0.0,0.0,29.28,2.55,0.0
20150701:2210,0.0,0.0,28.14,2.34,0.0
20150701:2310,0.0,0.0,26.93,2.62,0.0
20150702:0010,0.0,0.0,25.82,3.03,0.0
20150702:0110,0.0,0.0,24.8,3.1,0.0
20150702:0210,0.0,0.0,23.89,2.9,0.0
20150702:0310,0.0,0.0,23.25,2.83,0.0
20150702:0410,0.0,0.0,22.53,2.76,0.0
20150702:0510,1.75,2.67,21.74,2.48,0.0
20150702:0610,85.74,13.12,21.54,2.21,0.0
20150702:0710,243.45,24.16,22.53,2.14,0.0
20150702:0810,492.73,35.51,24.27,1.93,0.0
20150702:0910,702.83,46.9,26.25,1.93,0.0
20150702:1010,874.6,57.89,27.88,1.93,0.0
20150702:1110,984.29,67.43,29.41,2.14,0.0
20150702:1210,1023.64,72.58,30.68,2.48,0.0
20150702:1310,971.03,69.57,31.63,2.62,0.0
20150702:1410,835.03,60.87,32.35,2.48,0.0
20150702:1510,701.67,50.15,32.93,2.34,0.0
20150702:1610,496.79,38.82,33.2,2.21,0.0
20150702:1710,283.41,27.42,33.19,2.0,0.0
20150702:1810,85.85,16.27,32.73,2.07,0.0
20150702:1910,28.82,5.62,31.18,2.48,0.0
20150702:2010,0.0,0.0,29.8,2.21,0.0
20150702:2110,0.0,0.0,28.47,1.93,0.0
20150702:2210,0.0,0.0,27.24,1.59,0.0
20150702:2310,0.0,0.0,26.65,0.55,0.0
20150703:0010,0.0,0.0,24.78,1.1,0.0
20150703:0110,0.0,0.0,23.96,2.0,0.0
20150703:0210,0.0,0.0,23.57,2.28,0.0
20150703:0310,0.0,0.0,22.97,2.21,0.0
20150703:0410,0.0,0.0,22.29,2.07,0.0
20150703:0510,1.75,2.59,21.66,2.07,0.0
20150703:0610,62.33,13.04,22.17,2.0,0.0
20150703:0710,265.57,24.08,23.33,2.48,0.0
20150703:0810,493.39,35.43,25.21,2.55,0.0
20150703:0910,702.44,46.82,27.46,2.55,0.0
20150703:1010,870.55,57.8,29.73,2.76,0.0
20150703:1110,984.05,67.34,31.8,3.03,0.0
20150703:1210,1024.48,72.5,33.51,3.45,0.0
20150703:1310,989.95,69.53,34.87,3.79,0.0
20150703:1410,878.09,60.85,35.84,4.14,0.0
20150703:1510,705.71,50.14,36.37,4.28,0.0
20150703:1610,503.71,38.81,36.46,4.34,0.0
20150703:1710,282.09,27.41,36.15,4.21,0.0
20150703:1810,89.12,16.25,35.32,3.86,0.0
20150703:1910,29.7,5.6,33.8,3.1,0.0
20150703:2010,0.0,0.0,31.79,2.83,0.0
20150703:2110,0.0,0.0,30.17,2.21,0.0
20150703:2210,0.0,0.0,28.84,1.52,0.0
20150703:2310,0.0,0.0,28.13,0.83,0.0
20150704:0010,0.0,0.0,26.79,0.9,0.0
20150704:0110,0.0,0.0,25.48,1.1,0.0
20150704:0210,0.0,0.0,25.11,1.03,0.0
20150704:0310,0.0,0.0,23.41,1.38,0.0
20150704:0410,0.0,0.0,21.77,1.79,0.0
20150704:0510,1.75,2.5,21.01,1.79,0.0
20150704:0610,63.96,12.96,21.69,1.52,0.0
20150704:0710,262.2,24.0,24.63,2.0,0.0
20150704:0810,485.46,35.35,26.62,1.72,0.0
20150704:0910,695.1,46.74,28.77,1.38,0.0
20150704:1010,866.55,57.72,30.87,1.38,0.0
20150704:1110,975.11,67.25,32.77,1.86,0.0
20150704:1210,1019.48,72.41,34.26,2.48,0.0
20150704:1310,981.36,69.48,35.31,2.97,0.0
20150704:1410,877.99,60.83,36.07,3.24,0.0
20150704:1510,715.14,50.12,36.37,3.45,0.0
20150704:1610,506.27,38.8,36.56,3.45,0.0
20150704:1710,283.05,27.4,36.18,3.79,0.0
20150704:1810,92.44,16.24,34.88,3.79,0.0
20150704:1910,28.82,5.57,33.79,2.62,0.0
20150704:2010,0.0,0.0,32.1,2.07,0.0
20150704:2110,0.0,0.0,30.53,2.07,0.0
20150704:2210,0.0,0.0,29.0,2.21,0.0
20150704:2310,0.0,0.0,27.38,1.38,0.0
20150705:0010,0.0,0.0,26.89,1.03,0.0
20150705:0110,0.0,0.0,24.55,1.59,0.0
20150705:0210,0.0,0.0,24.75,1.17,0.0
20150705:0310,0.0,0.0,25.54,0.55,0.0
20150705:0410,0.0,0.0,24.86,0.69,0.0
20150705:0510,1.75,2.41,22.44,1.24,0.0
20150705:0610,64.25,12.87,22.17,1.24,0.0
20150705:0710,260.31,23.91,25.56,1.03,0.0
20150705:0810,484.12,35.27,28.05,0.97,0.0
20150705:0910,694.83,46.65,30.2,0.69,0.0
20150705:1010,866.37,57.63,32.13,1.24,0.0
20150705:1110,984.8,67.15,33.79,2.0,0.0
20150705:1210,1015.53,72.32,35.12,2.76,0.0
20150705:1310,972.69,69.42,36.02,3.38,0.0
20150705:1410,568.51,60.79,36.52,3.66,0.0
20150705:1510,506.09,50.1,36.82,3.72,0.0
20150705:1610,366.1,38.78,36.67,3.52,0.0
20150705:1710,220.95,27.38,36.17,3.38,0.0
20150705:1810,37.98,16.21,35.15,3.24,0.0
20150705:1910,29.7,5.55,33.97,2.48,0.0
20150705:2010,0.0,0.0,32.17,2.41,0.0
20150705:2110,0.0,0.0,30.68,2.21,0.0
20150705:2210,0.0,0.0,29.28,2.0,0.0
20150705:2310,0.0,0.0,27.6,1.79,0.0
20150706:0010,0.0,0.0,25.9,1.45,0.0
20150706:0110,0.0,0.0,26.64,0.76,0.0
20150706:0210,0.0,0.0,25.72,0.62,0.0
20150706:0310,0.0,0.0,25.34,0.69,0.0
20150706:0410,0.0,0.0,25.12,0.48,0.0
20150706:0510,1.75,2.31,24.39,0.97,0.0
20150706:0610,61.62,12.78,22.82,1.17,0.0
20150706:0710,259.21,23.82,26.04,0.83,0.0
20150706:0810,479.47,35.18,29.14,0.97,0.0
20150706:0910,691.05,46.57,31.54,1.17,0.0
20150706:1010,852.73,57.54,33.68,2.0,0.0
20150706:1110,961.04,67.05,35.42,3.03,0.0
20150706:1210,1000.58,72.22,36.65,3.86,0.0
20150706:1310,972.68,69.35,37.51,4.14,0.0
20150706:1410,871.88,60.76,38.14,4.28,0.0
20150706:1510,707.44,50.08,38.64,4.34,0.0
20150706:1610,392.17,38.76,38.71,4.41,0.0
20150706:1710,277.72,27.36,38.52,4.62,0.0
20150706:1810,92.25,16.19,37.36,3.79,0.0
20150706:1910,29.7,5.51,35.98,2.34,0.0
20150706:2010,0.0,0.0,33.8,2.28,0.0
20150706:2110,0.0,0.0,32.08,2.48,0.0
20150706:2210,0.0,0.0,30.66,2.21,0.0
20150706:2310,0.0,0.0,29.0,1.52,0.0
20150707:0010,0.0,0.0,27.15,1.93,0.0
20150707:0110,0.0,0.0,25.61,2.14,0.0
20150707:0210,0.0,0.0,24.41,1.93,0.0
20150707:0310,0.0,0.0,23.85,1.72,0.0
20150707:0410,0.0,0.0,23.27,1.66,0.0
20150707:0510,0.0,2.22,22.91,1.45,0.0
20150707:0610,62.65,12.68,23.38,1.17,0.0
20150707:0710,259.32,23.73,26.42,1.66,0.0
20150707:0810,483.51,35.09,29.3,2.41,0.0
20150707:0910,693.46,46.48,31.53,3.38,0.0
20150707:1010,869.98,57.44,33.37,3.93,0.0
20150707:1110,979.88,66.94,34.96,4.41,0.0
20150707:1210,1020.52,72.11,36.22,4.83,0.0
20150707:1310,978.65,69.28,37.07,5.17,0.0
20150707:1410,859.0,60.71,37.57,5.31,0.0
20150707:1510,705.22,50.05,37.52,5.24,0.0
20150707:1610,508.09,38.73,37.42,5.17,0.0
20150707:1710,282.56,27.33,36.9,4.9,0.0
20150707:1810,100.31,16.15,36.04,4.28,0.0
20150707:1910,28.82,5.47,34.74,3.38,0.0
20150707:2010,0.0,0.0,32.71,3.17,0.0
20150707:2110,0.0,0.0,31.13,2.83,0.0
20150707:2210,0.0,0.0,29.59,2.21,0.0
20150707:2310,0.0,0.0,27.64,1.86,0.0
20150708:0010,0.0,0.0,25.54,1.66,0.0
20150708:0110,0.0,0.0,24.55,1.38,0.0
20150708:0210,0.0,0.0,24.1,1.1,0.0
20150708:0310,0.0,0.0,23.55,0.97,0.0
20150708:0410,0.0,0.0,21.66,1.31,0.0
20150708:0510,0.0,2.11,20.42,1.38,0.0
20150708:0610,58.55,12.59,20.63,1.31,0.0
20150708:0710,258.93,23.64,24.37,1.17,0.0
20150708:0810,488.89,35.0,27.61,1.38,0.0
20150708:0910,696.94,46.38,30.14,0.97,0.0
20150708:1010,873.81,57.34,32.24,0.41,0.0
20150708:1110,984.92,66.83,34.14,1.66,0.0
20150708:1210,1026.62,72.0,35.58,2.55,0.0
20150708:1310,993.28,69.2,36.56,3.1,0.0
20150708:1410,885.86,60.66,37.24,3.38,0.0
20150708:1510,724.72,50.01,37.59,3.52,0.0
20150708:1610,517.95,38.7,37.57,3.66,0.0
20150708:1710,288.88,27.3,37.21,3.66,0.0
20150708:1810,76.76,16.12,36.48,3.38,0.0
20150708:1910,27.95,5.43,35.17,2.97,0.0
20150708:2010,0.0,0.0,33.04,2.62,0.0
20150708:2110,0.0,0.0,31.09,2.21,0.0
20150708:2210,0.0,0.0,29.07,1.93,0.0
20150708:2310,0.0,0.0,27.04,2.9,0.0
20150709:0010,0.0,0.0,25.39,4.14,0.0
20150709:0110,0.0,0.0,24.06,4.0,0.0
20150709:0210,0.0,0.0,23.15,3.59,0.0
20150709:0310,0.0,0.0,22.44,3.38,0.0
20150709:0410,0.0,0.0,21.83,3.17,0.0
20150709:0510,0.0,2.01,21.33,2.9,0.0
20150709:0610,56.69,12.49,21.65,2.62,0.0
20150709:0710,259.99,23.54,23.47,2.76,0.0
20150709:0810,487.88,34.9,25.76,2.48,0.0
20150709:0910,695.92,46.29,28.1,2.0,0.0
20150709:1010,865.26,57.24,30.48,1.38,0.0
20150709:1110,976.22,66.72,32.79,0.62,0.0
20150709:1210,1016.94,71.88,34.78,0.76,0.0
20150709:1310,984.87,69.11,36.3,1.86,0.0
20150709:1410,886.11,60.61,37.21,2.48,0.0
20150709:1510,722.66,49.97,37.67,2.97,0.0
20150709:1610,514.49,38.66,37.71,3.17,0.0
20150709:1710,287.93,27.26,37.38,3.24,0.0
20150709:1810,81.37,16.07,36.69,3.17,0.0
20150709:1910,28.82,5.37,35.42,2.9,0.0
20150709:2010,0.0,0.0,33.22,2.83,0.0
20150709:2110,0.0,0.0,31.5,2.69,0.0
20150709:2210,0.0,0.0,30.04,2.55,0.0
20150709:2310,0.0,0.0,28.6,2.48,0.0
20150710:0010,0.0,0.0,27.08,2.28,0.0
20150710:0110,0.0,0.0,25.43,2.14,0.0
20150710:0210,0.0,0.0,23.89,1.93,0.0
20150710:0310,0.0,0.0,23.0,1.66,0.0
20150710:0410,0.0,0.0,22.82,1.31,0.0
20150710:0510,0.0,1.9,22.38,1.24,0.0
20150710:0610,55.54,12.38,22.12,1.17,0.0
20150710:0710,260.32,23.44,24.98,1.52,0.0
20150710:0810,489.06,34.81,27.81,2.48,0.0
20150710:0910,699.55,46.19,30.18,3.31,0.0
20150710:1010,870.28,57.13,31.9,4.07,0.0
